Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
705,2,0.9635,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'update', 'allcaps', 'data', 'baru', 'covid', 'number', 'indonesia', 'tanggal', 'date', 'total', 'number', 'orang', 'number', 'sembuh', 'number', 'orang', 'number', 'tinggal', 'dunia', 'number', 'orang', 'number']"
706,6,0.7284,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['peduli', 'masyarakat', 'saat', 'sebar', 'covid', 'number', 'manajer', 'kebun', 'gunung']"
707,4,0.9124,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['fokus', 'covid', 'baby', 'krakatau', 'indigo', 'lupa', 'garaga', 'udaah', 'ditemuin']"
708,4,0.9562,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['mari', 'ki', 'polri', 'jaga', 'kamtibmas', 'cegah', 'sebar', 'virus', 'covid', 'number', 'rumah', 'mudik', 'masker', 'jaga', 'bersih', 'cuci', 'tangan', 'cuci_tangan', 'cuci_tangan']"
709,0,0.8748,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['bersin', 'kali', 'takut', 'bilangin', 'covid', 'number']"
710,2,0.9539,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['kali', 'ken', 'potong', 'rambut', 'salon', 'pgn', 'model', 'sih', 'covid', 'ujung', 'nya', 'potong', 'rumah', 'model', 'flat', 'oh', 'what', 'life']"
711,3,0.7078,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['covid', 'sulit']"
712,2,0.7079,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'number']"
713,6,0.9027,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['lawan', 'corona', 'covid', 'number', 'paulo', 'sergio', 'kolaborasi', 'perintah']"
714,1,0.9452,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['kayak', 'masyarakat', 'masyarakat', 'pencil', 'pelosok', 'bimbing', 'sosialisasi', 'covid', 'number', 'masyarakat', 'sok', 'gampang', 'provokasi', 'oknum', 'salah']"
715,3,0.9204,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['cantik', 'number', 'harap', 'impiann', 'kabul', 'impi', 'sembunyi', 'rumah', 'karantinaa', 'elongated']"
716,6,0.9539,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['pasien', 'awas', 'allcaps', 'pdp', 'allcaps', 'covid', 'number', 'samarinda', 'amuk', 'ancam', 'tugas', 'medis', 'pecah', 'kaca', 'pasien', 'ikut', 'ijtima', 'gowa']"
717,7,0.9484,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['mudah', 'kredit', 'guna', 'usaha', 'henti', 'butuh', 'makan', 'hari', 'kredit', 'tambah', 'beban', 'hidup', 'umkm', 'wabah', 'covid', 'number']"
718,0,0.9124,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['update', 'baru', 'covid', 'number', 'kota', 'bontang', 'stay', 'tuned', 'iya']"
719,4,0.9124,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['pemkot', 'malang', 'tepis', 'anggap', 'peka', 'tangan', 'wabah', 'covid', 'number']"
720,3,0.8748,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['number', 'mati', 'tempoh', 'number', 'jam', 'indonesia']"
721,0,0.927,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['ketua', 'fraksi', 'golkar', 'allcaps', 'dprd', 'allcaps', 'sumut', 'tinggal', 'akibat', 'covid', 'number']"
722,7,0.9374,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['karantina', 'sekian', 'makan', 'tidur', 'mobile', 'legends', 'coli', 'mandi', 'ganti', 'kancut', 'jamur', 'deh', 'covid']"
723,2,0.4687,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'number', 'ajar', 'allcaps', 'halal', 'gap', 'allcaps']"
724,2,0.8247,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'ternak', 'semut', 'iya']"
725,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['wqwq', 'tau', 'sadja', 'allcaps', 'covid', 'allcaps', 'number', 'selesai', 'langsung', 'casting', 'iya', 'qaqaa']"
726,1,0.9124,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['babinsa', 'ikut', 'rapat', 'muspikel', 'keprabon', 'koordinasi', 'cegah', 'covid', 'number']"
727,1,0.9027,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['salamat', 'brewok', 'club', 'ayo', 'covid', 'renti', 'jgan', 'cukur']"
728,0,0.9027,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['gegara', 'covid', 'number', 'usir', 'calon', 'mertua', 'repeated', 'ajig']"
729,1,0.9676,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['kriteria', 'antologi', 'puisi', 'alam', 'tempuh', 'allcaps', 'covid', 'allcaps', 'number', 'number', 'serta', 'buka', 'staf', 'ajar', 'kokurikulum', 'uitm', 'sahaja', 'number', 'serta', 'hantar', 'maksimum', 'number', 'buah', 'puisi', 'number', 'puisi']"
730,0,0.9326,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['sabtu', 'buntu', 'beda', 'suasana', 'nya', 'sabtu', 'semenjak', 'covid', 'number', 'ken', 'seluncurann', 'repeated']"
731,5,0.9539,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['kondisi', 'ekonomi', 'alami', 'tekan', 'akibat', 'pandemi', 'covid', 'number', 'bea', 'cukai', 'bantu', 'laku', 'usaha', 'masyarakat', 'insentif', 'fiskal', 'prosedural', 'lengkap']"
732,2,0.9374,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['beliau', 'layak', 'libat', 'gugus', 'tugas', 'garda', 'tangan', 'covid', 'number', 'mimin', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
733,7,0.7278,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['semprot', 'antiseptic', 'cegah', 'virus', 'corona', 'covid', 'number', 'wilkum', 'polsek', 'juhar', 'semprot', 'cair', 'antisepti', 'rangka', 'cegah', 'virus', 'corona', 'covid', 'number', 'desa', 'rumah', 'lengo', 'camat', 'allcaps', 'stm', 'allcaps', 'hulu', 'kabupaten', 'deli', 'serdang', 'sabtu', 'date']"
734,2,0.854,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['nggak', 'testsekalinya', 'testtest', 'covid', 'number']"
735,2,0.9485,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'buat', 'mipa', 'allcaps', 'akibat', 'wabah', 'covid', 'number', 'giat', 'tunda', 'batal', 'moga', 'niat', 'buat', 'hilang', 'iya']"
736,2,0.7225,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['diserahlan', 'mekanisme', 'pasar', 'jadi', 'daya', 'beli', 'turun', 'akibat', 'covid', 'number', 'harga', 'gula', 'julang', 'main', 'kepul']"
737,6,0.8904,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['emang', 'ojol', 'kena', 'dampak', 'covid', 'herman', 'deh']"
738,6,0.9452,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['tanggal', 'number', 'parah', 'wabah', 'covid', 'repeated', 'tabung', 'habis', 'rumah', 'moga', 'cepat', 'selesai', 'corona', 'pergi', 'repeated']"
739,7,0.927,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['xpaham', 'ne', 'visa', 'smpai', 'bila', 'ka', 'or', 'just', 'time', 'covid', 'ne']"
740,2,0.9583,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['date', 'allcaps', 'ppsb', 'dki', 'allcaps', 'jkt', 'pandemik', 'covid', 'number', 'dimulaiapr', 'number', 'dentum', 'kencang', 'langit', 'number', 'gunung', 'rap', 'sumatera', 'jawa', 'erupsi']"
741,6,0.9698,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['besok', 'ngulik', 'mitos', 'fakta', 'putar', 'leceh', 'seksual', 'online', 'allcaps', 'wfh', 'allcaps', 'covid', 'number', 'folks', 'lupa', 'mampir', 'ig', 'jam', 'number', 'besok', 'iya', 'nitip', 'nitip', 'cerita', 'alam', 'reply', 'twit', 'loh']"
742,1,0.9663,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['teman', 'teman', 'allcaps', 'dpw', 'psi', 'allcaps', 'kaltim', 'allcaps', 'dpd', 'psi', 'allcaps', 'samarinda', 'bagi', 'makan', 'saji', 'kang', 'ojol', 'rawan', 'wartawan', 'liput', 'covid', 'number', 'ayo', 'bagi', 'pamdemi']"
743,2,0.9687,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['salam', 'karate', 'osh', 'dunia', 'resah', 'wabah', 'covid', 'number', 'allcaps', 'ukm', 'allcaps', 'inkai', 'brawijaya', 'actmalang', 'ajak', 'rekan', 'donasi', 'kumpul', 'dana', 'tanggal', 'number', 'date', 'mari', 'bagi', 'bagi', 'indah', 'bentuk']"
744,2,0.9539,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['halo', 'sobat', 'allcaps', 'polri', 'allcaps', 'repeated', 'mari', 'tahu', 'cegah', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'pergi', 'pulang', 'kerja', 'repeated']"
745,5,0.8749,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['jogja', 'before', 'covid', 'iya', 'kak', 'ekwkw']"
746,7,0.9513,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['lek', 'kena', 'kurung', 'je', 'gais', 'syukur', 'dok', 'malaysia', 'dok', 'korea', 'utara', 'bangkai', 'kena', 'tembak', 'positive', 'covid', 'number']"
747,0,0.8749,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['bumi', 'pulih', 'bencana', 'timbul', 'virus', 'bahaya']"
748,7,0.9562,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['total', 'lockdown', 'is', 'impossible', 'one', 'by', 'one', 'longgar', 'tak', 'bantu', 'rangkai', 'covid', 'putus', 'penat', 'kerja', 'within', 'pkp', 'season', 'penat']"
749,3,0.6906,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['tanihub', 'startup', 'commerce', 'produk', 'produk', 'tani', 'alami', 'tingkat', 'jual', 'produk', 'tanam', 'herbal', 'percent', 'pandemi', 'covid', 'number', 'rebak', 'indonesia']"
750,0,0.9326,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['scenario', 'baik', 'covid', 'number', 'kematiam', 'angka', 'orang', 'scenario', 'buruk', 'number', 'jt', 'orang']"
751,2,0.9453,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'manusia', 'upaya', 'bunuh', 'virus', 'anggap', 'rugi', 'bumi', 'upaya', 'bunuh', 'manusia', 'anggap', 'rugi', 'bumi', 'maybe']"
752,6,0.9203,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['antisipasi', 'covid', 'number', 'masuk', 'tinada', 'babinsa', 'jaga', 'posko', 'gerbang', 'desa']"
753,2,0.9602,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['kait', 'covid', 'number', 'michdan', 'kuasa', 'hukum', 'dapat', 'baasyir', 'salah', 'narapidana', 'wajib', 'prioritas', 'rentan', 'sehat', 'asyir', 'usia', 'number', 'kah', 'perintah', 'bebas', 'nya']"
754,2,0.9416,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'pkb', 'allcaps', 'lebong', 'semangat', 'satu', 'gugus', 'tugas', 'nang', 'covid', 'batas', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
755,2,0.9416,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['small', 'donation', 'big', 'impact', 'doa', 'pandemik', 'allcaps', 'covid', 'allcaps', 'number', 'moga', 'doa', 'kalang', 'makbul']"
756,2,0.9124,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['update', 'covid', 'number', 'bengkulu', 'tambah', 'number', 'allcaps', 'odp', 'allcaps']"
757,0,0.9635,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['personel', 'satbrimob', 'polda', 'kepri', 'tugas', 'aman', 'bangun', 'rumah', 'sakit', 'khusus', 'covid', 'number', 'pulau', 'galang', 'laksana', 'patroli', 'menghimbau', 'masyarakat', 'kait', 'maklumat', 'kapolri', 'sabtu', 'date']"
758,6,0.9726,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['sabtu', 'date', 'number', 'wibdata', 'allcaps', 'odp', 'allcaps', 'allcaps', 'pdp', 'allcaps', 'konfirmasi', 'positif', 'covid', 'number', 'kota', 'bogor', 'orang', 'pantau', 'allcaps', 'odp', 'allcaps', 'number', 'selesai', 'number', 'pantau', 'number', 'pasien', 'awas', 'allcaps', 'pdp', 'allcaps']"
759,1,0.8905,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['botak', 'la', 'covid', 'pon', 'licin', 'nk', 'hinggap']"
760,0,0.9698,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['saat', 'orang', 'orang', 'elu', 'tenaga', 'medis', 'paramedis', 'garda', 'depan', 'situasi', 'situ', 'nolak', 'makam', 'jenazah', 'awat', 'duga', 'covid', 'sa', 'elongated', 'tong', 'tongg', 'repeated', 'tenaga_medis', 'makam_jenazah', 'tenaga_medis', 'makam_jenazah', 'tenaga_medis', 'makam_jenazah']"
761,2,0.9453,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['kemarin', 'world', 'war', 'number', 'kiamat', 'gunung', 'rap', 'erupsi', 'covid', 'number', 'kiamat', 'kiamat', 'allah', 'swt', 'tau']"
762,6,0.9326,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['rakyat', 'indonesia', 'cemburu', 'malaysia', 'tanggani', 'covid', 'number', 'syukur', 'kufur', 'video', 'minda', 'rakyat']"
763,6,0.8905,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['cocok', 'jadi', 'kelinci', 'coba', 'vaksin', 'covid', 'number']"
764,5,0.8748,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['rindu', 'suasana', 'negara', 'api', 'serang', 'covid']"
765,3,0.854,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['semprot', 'disifektan', 'covid', 'number', 'mandiri']"
766,5,0.9619,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['sayuranch', 'startup', 'sayur', 'bas', 'daring', 'aku', 'alami', 'tingkat', 'omzet', 'number', 'percent', 'terap', 'rumah', 'work', 'from', 'home', 'allcaps', 'wfh', 'allcaps', 'pandemi', 'covid', 'number']"
767,1,0.9583,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['awat', 'medis', 'usir', 'jenazah', 'covid', 'terima', 'beli', 'masker', 'sak', 'dus', 'isi', 'batu', 'thomas', 'hobbes', 'homo', 'homini', 'lupus', 'manusia', 'serigala', 'manusia']"
768,6,0.927,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['allcaps', 'covid', 'allcaps', 'number', 'number', 'pulih', 'number', 'kes', 'baharu', 'mati', 'direkodkan']"
769,6,0.781,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['akak', 'covid', 'number']"
770,2,0.9026,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['tumpuk', 'moga', 'berkah', 'moga', 'bantu', 'tangan', 'covid', 'number']"
771,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['kadang', 'aneh', 'orang', 'kaya', 'gin', 'tolak', 'kubur', 'korban', 'covid', 'gerombol', 'kebal', 'wtf']"
772,0,0.9453,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['terima', 'kasih', 'tenaga', 'medis', 'juang', 'garis', 'depan', 'lawan', 'allcaps', 'covid', 'allcaps', 'number', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
773,7,0.9562,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['min', 'punteun', 'bebas', 'denda', 'gara', 'covid', 'number', 'teh', 'dugi', 'ka', 'kaping', 'sbraha', 'sareng', 'upam', 'samsat', 'induk', 'soreang', 'buka', 'nuhun']"
774,6,0.7607,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['beri', 'bantu', 'beras', 'masyarakat', 'dampak', 'covid', 'number', 'gugus', 'tugas', 'covid', 'number', 'gp', 'ansor', 'merauke', 'papua', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
775,7,0.9027,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['hahaha', 'niaga', 'online', 'covid', 'duit', 'masuk', 'virus', 'masuk']"
776,3,0.9676,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['when', 'rumah', 'ngeluh', 'gaji', 'utuh', 'pen', 'langsung', 'ocehin', 'mak', 'dewe', 'fikirkan', 'biar', 'sehat', 'sisa', 'duit', 'pakai', 'biaya', 'hidup', 'depan', 'gapunya', 'mama', 'duit', 'bawa', 'sakit', 'terimakasih', 'covid']"
777,6,0.9663,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['rm', 'allcaps', 'makan', 'allcaps', 'tali', 'sokong', 'emosi', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'operasi', 'number', 'pagi', 'number', 'petang', 'hubung', 'number', 'number', 'number', 'number', 'number', 'number', 'huh']"
778,6,0.6067,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['sebar', 'number', 'orang', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'tanggal', 'date', 'jakarta', 'number', 'orang', 'banten', 'number', 'jabar', 'number', 'papua', 'number', 'jatim', 'number', 'sulsel', 'number', 'sulteng', 'number', 'bal', 'number', 'riau', 'number', 'jambi', 'number', 'allcaps', 'ntb', 'allcaps', 'number', 'sulbar', 'number', 'babel', 'number', 'sultra', 'number', 'orang']"
779,2,0.854,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['indigo', 'indigo', 'covid', 'bain', 'perintah']"
780,4,0.4328,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['nebar', 'tanah', 'kubur', 'rumah', 'orang', 'orang', 'nolak', 'jenazah', 'pasien', 'covid', 'number', 'biar', 'rumah', 'rem', 'aduh', 'elongated']"
781,1,0.8905,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['tindak', 'org', 'tolak', 'coba', 'keluarga', 'kena', 'covid']"
782,3,0.9635,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['resigned', 'mas', 'hotel', 'suka', 'nomaden', 'urus', 'inshaallah', 'ketemu', 'iya', 'mas', 'kakak', 'moga', 'allcaps', 'covid', 'allcaps', 'number', 'cpt', 'ganti', 'sehat', 'bahagia', 'umat', 'manusia', 'dunia']"
783,4,0.9416,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['wali', 'kota', 'bogor', 'bima', 'arya', 'boleh', 'pulang', 'number', 'rawat', 'positif', 'allcaps', 'covid', 'allcaps', 'number']"
784,3,0.9453,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['mampu', 'ds', 'covid', 'number', 'sih', 'barber', 'kalang', 'langgan', 'hatta', 'rumah', 'repeated', 'sdg', 'proses', 'ekang', 'wabak']"
785,2,0.9583,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['hadith', 'isu', 'covid', 'number', 'perintah', 'kawal', 'gera', 'nabi', 'sabda', 'nikmat', 'lupa', 'manusia', 'number', 'kesihatan', 'allcaps', 'lapang', 'allcaps', 'hadith', 'riwayat', 'bukhari']"
786,6,0.9326,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['pertamina', 'hiswana', 'serah', 'sembako', 'allcaps', 'apd', 'allcaps', 'bantu', 'tangan', 'covid', 'number', 'sulsel']"
787,0,0.9663,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['buang', 'respons', 'orang', 'berprilaku', 'negatif', 'siap', 'hadap', 'goncangan', 'demi', 'allcaps', 'covid', 'allcaps', 'number', 'kuat', 'nya', 'krisis', 'number', 'paham', 'allcaps', 'hukum', 'allcaps', 'moga', 'lalu', 'badai', 'selamatamin']"
788,5,0.9416,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['amerika', 'egois', 'potret', 'buruk', 'negara', 'kapitalis', 'tangan', 'allcaps', 'covid', 'allcaps', 'number', 'muslimah', 'talksimak', 'link']"
789,4,0.9326,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['sore', 'dulur', 'data', 'baru', 'pasien', 'allcaps', 'covid', 'allcaps', 'number', 'yogyakarta', 'lengkap', 'akses']"
790,4,0.9326,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['covid', 'number', 'kuliah', 'online', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'bayarreal', 'life']"
791,2,0.9539,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['pt', 'angkasa', 'pura', 'ii', 'persero', 'laku', 'jam', 'operasional', 'number', 'bandara', 'optimalisasi', 'layan', 'dukung', 'cegah', 'sebar', 'covid', 'number', 'lengkap']"
792,2,0.9374,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'adun', 'allcaps', 'bukit', 'semuja', 'sumbang', 'termometer', 'pusat', 'periksa', 'virus', 'covid', 'number', 'seri']"
793,0,0.9203,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['number', 'rw', 'depok', 'kampung', 'siaga', 'covid', 'number', 'bentuk', 'number', 'rw']"
794,2,0.9204,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['luna', 'maya', 'anggap', 'corona', 'covid', 'number', 'uji', 'hubung', 'degan', 'ryochin']"
795,2,0.8748,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allahh', 'positive', 'covid', 'dahh', 'kat', 'blok']"
796,3,0.9734,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['perintah', 'pusat', 'gugus', 'tugas', 'cepat', 'tanggulang', 'wabah', 'allcaps', 'covid', 'allcaps', 'number', 'nasional', 'kirim', 'bantu', 'allcaps', 'apd', 'allcaps', 'alat', 'lindung', 'number', 'koli', 'number', 'pcs', 'number', 'pcs', 'masker', 'sulawesi', 'tenggara', 'sultra', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
797,5,0.9484,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['lg', 'status', 'allcaps', 'otg', 'allcaps', 'orang', 'gejala', 'jadi', 'risiko', 'kontak', 'orang', 'rs', 'gejala', 'covid', 'number', 'banding']"
798,2,0.9204,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['pangku', 'hidup', 'islam', 'khilafah', 'wajib', 'butuh', 'desak', 'pesan', 'indonesia', 'dunia']"
799,5,0.9374,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['allcaps', 'pdp', 'allcaps', 'covid', 'number', 'kalsel', 'allcaps', 'pdp', 'allcaps', 'tinggal', 'batola', 'negatif', 'corona']"
800,4,0.7924,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['solusi', 'mesti', 'kompak', 'iya', 'saran', 'om', 'faisal', 'basri', 'fokus', 'dl', 'covid', 'ampe', 'sehat', 'pmrintah', 'temu', 'jalur', 'kordinasi', 'tangan', 'metode', 'tokcer', 'mulei', 'lg', 'roda', 'ekonomi', 'trmasuk', 'cipta', 'kerja', 'mas', 'beranta', 'smuaa']"
801,3,0.9124,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['tau', 'malas', 'dengar', 'berita', 'covid', 'number', 'hubung', 'perintah', 'begitu']"
802,4,0.927,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['himbauan', 'wali', 'nagari', 'tandikek', 'kec', 'patamuan', 'kab', 'pariaman', 'tangan', 'covid', 'number']"
803,7,0.9026,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['dukung', 'rawan', 'covid', 'number', 'alpenland', 'management', 'serah', 'bantu']"
804,0,0.9326,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['tiba', 'dejavu', 'online', 'discussion', 'assignment', 'grpmate', 'idk', 'but', 'maybe', 'covid', 'kena', 'kuarintin']"
805,7,0.9763,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['hm', 'not', 'takpelah', 'musim', 'covid', 'duit', 'masuk', 'covid', 'since', 'now', 'allcaps', 'rmo', 'allcaps', 'rd', 'phase', 'still', 'tadek', 'kena', 'potong', 'allcaps', 'hsbc', 'allcaps', 'asb', 'pulak', 'dengar', 'percent', 'reits', 'minimum', 'percent', 'allcaps', 'monthly', 'pulaktu', 'nikmat', 'kau', 'dusta', 'allcaps']"
806,0,0.9698,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['allcaps', 'thr', 'pns', 'allcaps', 'gaji', 'number', 'ancam', 'sirna', 'makan', 'covid', 'number', 'dana', 'hutang', 'pakai', 'tangan', 'virus', 'corona', 'hasil', 'repeated', 'gaji', 'anggota', 'allcaps', 'dpr', 'allcaps', 'potong', 'iya', 'elongated', 'repeated']"
807,3,0.8225,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['kecewa', 'allcaps', 'pln', 'allcaps', 'allcaps', 'bumn', 'allcaps', 'tolong', 'ringan', 'beban', 'biaya', 'listrik', 'repeated', 'tertama', 'langgan', 'rumah', 'tngga', 'kode', 'tingkat', 'dapat', 'discon', 'tingkat', 'disebbkan', 'allcaps', 'covid', 'allcaps', 'rumah', 'tgga', 'dampak', 'pkai', 'number', 'watt', 'trdmpak', 'allcaps', 'covid', 'allcaps']"
808,0,0.9204,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['terang', 'keliling', 'satu', 'lawan', 'covid', 'number', 'sat', 'lantas', 'polres', 'bone']"
